blinky	摰?Ｗ???蝷?No Longer Available嚗??賢歇雿萄 TYPE嚗??Ｗ?撌脣???
captionlab	摰?Ｗ?????Premiere Pro嚗??桀?璅內 No Longer Available嚗??舀 After Effects
aeviewer	已收錄為 AEVIEWER Pro，不重複新增同一產品
aeviewer	撌脫? AEVIEWER Pro嚗????啣????Ｗ?
aeviewer	與已收錄的 AEVIEWER Pro 功能重複
after-ease	彈跳／彈性緩動，與已收錄的 OverAct／Kease 重複
after-ease	敶歲嚗??抒楨???歇?園???OverAct嚗ease ??
after-effects-pro-toolkit-for-stream-deck	Stream Deck ??閮剖?瑼???銝 AE 憭???砍極??
after-effects-shortcut-icons	Stream Deck嚗ouch Portal ?瑕??內?身摰?嚗惇蝝???
after-spell	??刻???AE CC 2015嚗??閮餅??桀??芣? macOS ?賣迤撣賊?雿?隞?”?找?頞?
afteremoji	摰璅內撌脣???
ai-color-match-pro	撌脫? AI Color Match嚗????啣????賜????
ai-relight	撌脫? AI Relight Pro嚗????啣????Ｗ?
after-effects-pro-toolkit-for-stream-deck	Stream Deck 預先設定檔合集，不是 AE 外掛或腳本工具
after-effects-pro-toolkit-for-stream-deck	Stream Deck 預先設定檔素材，不是 AE 外掛或腳本工具
after-effects-shortcut-icons	Stream Deck／Touch Portal 捷徑圖示與設定檔，屬素材包
after-effects-shortcut-icons	快捷鍵圖示素材，不是 AE 外掛或腳本工具
after-spell	僅適用舊版 AE CC 2015，且頁面註明目前只有 macOS 能正常運作，代表性不足
after-spell	官方標示目前僅 macOS 可正常使用，且主要針對舊版 AE CC 2015
afteremoji	官方已停售
afteremoji	官方標示已停售
ai-color-match-pro	已收錄為 AI Color Match，不重複新增同功能產品版本
ai-color-match-pro	與已收錄的 AI Color Match 功能高度重複
ai-relight	已收錄為 AI Relight Pro，不重複新增同一產品
ai-relight	與已收錄的 AI Relight Pro 功能高度重複
aibar	Adobe Illustrator 專用工具列，不支援 After Effects
aibar	Adobe Illustrator 專用工具，不支援 After Effects
aibar	Adobe Illustrator 撠撌亙??銝??After Effects
aibow-voice-gemini	Adobe Premiere Pro 專用語音合成外掛，不支援 After Effects
aibow-voice-gemini	Adobe Premiere Pro 專用語音合成工具，不支援 After Effects
aibow-voice-gemini	Adobe Premiere Pro 撠隤??憭?嚗??舀 After Effects
akuto	??摮??Ｗ?嚗惇摮?嚗??怎???? AE 撌亙
akuto	動態字型產品，屬字型／動畫素材而非通用 AE 工具
akuto	單一動態字型素材，不是通用 AE 外掛或腳本工具
align-pro	官方頁標示已停售（discontinued）
align-pro	摰??蝷箏歇?嚗iscontinued嚗?
smart-marker	璅?撌亙嚗?撌脫?? TimeMarker ??
anarchy-complete-bundle	套裝包；Beauty Box、Flicker Free、Samurai Sharpen、Light Wrap Fantastic 與 Data Storyteller 個別評估即可
anarchy-complete-bundle	憟???Beauty Box?licker Free?amurai Sharpen?ight Wrap Fantastic ??Data Storyteller ?閰摯?喳
anicons-the-animated-icon-library	動畫圖示素材庫，不是 AE 外掛或腳本工具
anicons-the-animated-icon-library	官方標示已停售，且屬動態圖示素材庫
anicons-the-animated-icon-library	摰璅內撌脣??殷?銝惇???內蝝?摨?
animated-textures-for-animation-composer	摰璅內撌脣??殷?銝惇 Animation Composer ??鞈芰???
animated-textures-for-animation-composer	Animation Composer 動畫紋理素材包，不是獨立工具
animated-textures-for-animation-composer	官方標示已停售，且屬 Animation Composer 的材質素材包
animation-composer	摰??璇隤芣?撌脫?蝷箏??殷?銝嚗??園? discontinued ?Ｗ?
animation-composer-pro	官方已停售，並已改為訂閱套裝
animation-composer-pro	官方標示已停售的套裝產品，不新增舊版 bundle
animation-composer-pro	摰璅內撌脣??桃?憟??Ｗ?嚗??啣??? bundle
animationpatterns	已收錄為 animationPATTERNSpro，不重複新增舊版產品
animationpatterns	撌脫? animationPATTERNSpro嚗????啣????Ｗ?
animography-amelie	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-anodine	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-bad-romance	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-amelie	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-anodine	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-bad-romance	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-bad-romance	官方標示已停售，且屬單一動態字型素材
animography-bahn	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-bahn	官方標示已停售，且屬單一動態字型素材
animography-bahn	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-barbour	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-basic-space	?桐?撖阡??批???????銝? AE 憭???砍極??
animography-binary	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-boomerang	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-burstype	?桐???摮?蝝????詨??怎???銝? AE 撌亙
animography-barbour	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-basic-space	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-basic-space	單一實驗性動態字型素材，不是通用 AE 外掛或腳本工具
animography-binary	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-boomerang	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-burstype	單一動態字型素材與爆炸動畫素材，不是通用 AE 工具
animography-burstype	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-cappuccino	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-enigma	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-explodots	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-fat-frank	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-fiesta	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-cappuccino	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-enigma	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-explodots	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-fat-frank	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-fiesta	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-fiesta	官方標示已停售，且屬單一動態字型素材
animography-friction	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-haywire	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-friction	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-haywire	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-haywire	官方標示已停售，且屬單一動態字型素材
animography-hotdish	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-hotdish	官方標示已停售，且屬單一動態字型素材
animography-hotdish	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-huboost	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-huboost	官方標示已停售，且屬單一動態字型素材
animography-huboost	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-indie	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-ink	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-isotype	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-jasper	摰璅內撌脫偶銋??塚?銝惇?桐???摮?蝝?
animography-indie	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-ink	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-isotype	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-jasper	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-jasper	官方標示已永久下架，且屬單一動態字型素材
animography-lasio-grotesk	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-lasio-grotesk	官方標示已永久下架，且屬單一動態字型素材
animography-lasio-grotesk	摰璅內撌脫偶銋??塚?銝惇?桐???摮?蝝?
animography-league-spartan	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-lovelo	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-madita	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-madrid	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-magnus	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-league-spartan	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-lovelo	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-madita	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-madrid	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-magnus	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-magnus	官方標示已停售，且屬單一動態字型素材
animography-mantis	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-mantis	官方標示已停售，且屬單一動態字型素材
animography-mantis	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-mobilo-regular	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-moldover	摰?Ｗ?????舀撖衣??隤芣?嚗?靘?頂??瑞??摮?蝝?
animography-mobilo-regular	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-moldover	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-moldover	官方產品頁未提供可核實的功能說明，且依產品系列判斷為動態字型素材
animography-moshun-2224	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-multicolore	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-novecento	摰璅內撌脫偶銋??塚?銝惇?桐???摮?蝝?
animography-moshun-2224	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-multicolore	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-novecento	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-novecento	官方標示已永久下架，且屬單一動態字型素材
animography-pincoya	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-pincoya	官方標示已停售，且屬單一動態字型素材
animography-pincoya	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-pixelar	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-radiate	?桐????摮?蝝?嚗??舫 AE 憭???砍極??
animography-razor	摰璅內撌脫偶銋??塚?銝惇?桐???摮?蝝?
animography-pixelar	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-radiate	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-radiate	單一霓虹動態字型素材，不是通用 AE 外掛或腳本工具
animography-razor	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-razor	官方標示已永久下架，且屬單一動態字型素材
animography-spirograph	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-spirograph	官方標示已停售，且屬單一動態字型素材
animography-spirograph	摰璅內撌脣??殷?銝惇?桐???摮?蝝?
animography-type-36	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
counter-pro	?歇?園???Number Maker ?詨?閮?撘??怠??賡?摨阡?銴?
create3dshapes	?歇?園???3D Primitives Generator嚗?D Modeler 撟曆?擃????摨阡?銴?
cadence	?歇?園???VoxMark 隤頧?璅??擃漲??
animography-type-36	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-typogami	?桐? 2.5D ??摮?蝝?嚗??舫 AE 憭???砍極??
animography-voyager	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
animography-webster	?桐???摮?蝝?嚗??舫 AE 憭???砍極??
any-shake	Premiere Pro 撠????嚗??舀 After Effects
animography-typogami	單一 2.5D 動態字型素材，不是通用 AE 外掛或腳本工具
animography-voyager	單一動態字型素材，不是通用 AE 外掛或腳本工具
animography-webster	單一動態字型素材，不是通用 AE 外掛或腳本工具
any-shake	Premiere Pro 專用晃動效果，不支援 After Effects
anyfx360	官方產品頁未提供可核實的實際功能說明，依規範不以名稱猜測收錄
anyfx360	摰?Ｗ?????舀撖衣?撖阡??隤芣?嚗?閬?銝誑?迂?葫?園?
aod-?銵???隞?撅祆??撌亙??鋆?嚗?瘝??舀撖衣?摰???p_textmask	?亦摰?Ｗ????⊥?撽?????AE ?詨捆??
arabictext-c4d	Cinema 4D 專用阿拉伯文字工具，不支援 After Effects
arabictext-c4d	Cinema 4D 撠?踵?隡舀?摮極?瘀?銝??After Effects
architect-pro	Premiere Pro 專用時間軸工具，不支援 After Effects
architect-pro	Premiere Pro 撠??頠詨極?瘀?銝??After Effects
arri-look-library	ARRI Look Library ?祈釭??LUT ?脣蔗?交銵典?嚗???撌亙
arri-look-library	摰?Ｗ?蝝Ｗ??內??look library嚗UT 憿??? Film Lab workflow嚗??舐蝡?After Effects 憭?
astleyizer	?犖?抵???Rick Astley ?銝?拍???嚗??賡??澆???
aura-render-only	Aura ??剔???甈?銝?函?憭??Ｗ?
astleyizer	把人物轉成 Rick Astley 的單一玩笑效果，功能過於小眾
audiogen-for-after-effects	??Audiogen AI ??摰?Ｗ???AE slug嚗?隞祥嚗?鞎餅?蝷箇霅啗?雿??銝???踹??拙??亦Ⅳ???弦
aura-render-only	Aura 的無頭算圖授權，不是獨立外掛產品
auraglow	官方產品頁未提供可核實的實際功能說明，依規範不以名稱猜測收錄
auraglow	摰?Ｗ?????舀撖衣?撖阡??隤芣?嚗?閬?銝誑?迂?葫?園?
auto-handwriting-rig-for-cinema-4d	Cinema 4D 專用手寫動畫綁定工具，不支援 After Effects
auto-handwriting-rig-for-cinema-4d	Cinema 4D 撠?神?蝬?撌亙嚗??舀 After Effects
auto-motion-tracker-for-objects	Premiere Pro 專用遮罩追蹤轉換工具，不支援 After Effects
auto-motion-tracker-for-objects	Premiere Pro 撠?桃蔗餈質馱頧?撌亙嚗??舀 After Effects
auto-subtitles	AEJuice ??????After Effects嚗???撱? Auto Captions ? AI 隤頧?甇伐???摮?嚗??賡?摨阡????祈憚靽???batch processing?rand settings?ustom dictionary ?憭?caption controls ??Auto Captions嚗??亥?鋆?
quick-folders	AEJuice ???祥撌亙????After Effects嚗銝?菟???projects?cripts?lugins ??render folders嚗????? Portal (Knights of the Editing Table) ????冗??撠??詨?頝臬????曉??賡?摨阡????思??衣?璇
autocircularmotion	???嚗?撌脫?? Orbit Script嚗ircle Rig Pro ??
autocircularmotion	圓周運動，與已收錄的 Orbit Script／Circle Rig Pro 重複
automated-video-editing-for-premiere-pro	Premiere Pro 專用自動剪輯工具，不支援 After Effects
automated-video-editing-for-premiere-pro	Premiere Pro 撠?芸??芾摩撌亙嚗??舀 After Effects
automation-blocks-for-premiere-pro	Premiere Pro 專用自動化工具，不支援 After Effects
automation-blocks-for-premiere-pro	Premiere Pro 撠?芸??極?瘀?銝??After Effects
automation-toolkit	已收錄為 Automation Toolkit Pro，不重複新增舊版產品
automation-toolkit	撌脫? Automation Toolkit Pro嚗????啣????Ｗ?
autosortbinspro	Premiere Pro 專用素材箱整理工具，不支援 After Effects
autosortbinspro	Premiere Pro 撠蝝?蝞望?極?瘀?銝??After Effects
avtic-auto	Premiere Pro 專用自動剪輯工具，不支援 After Effects
avtic-auto	Premiere Pro 撠?芸??芾摩撌亙嚗??舀 After Effects
avtic-for-davinci-resolve	DaVinci Resolve 專用工具，不支援 After Effects
avtic-for-davinci-resolve	DaVinci Resolve 撠撌亙嚗??舀 After Effects
awkward-pause	官方標示已停售
awkward-pause	摰璅內撌脣???
b-roll-genie	摰?Ｗ?????舀撖衣?撖阡??隤芣?嚗?閬?銝誑?迂?葫?園?
b-roll-genie	官方產品頁未提供可核實的實際功能說明，依規範不以名稱猜測收錄
backgrounds-2	官方標示已停售，且屬 Animation Composer 背景素材包
backgrounds-2	摰璅內撌脣??殷?銝惇 Animation Composer ?蝝???
backup-it	Premiere Pro 撠摨??遢撌亙嚗??舀 After Effects
backup-it	Premiere Pro 專用序列備份工具，不支援 After Effects
bad-tv	已收錄於 third-party.jsonl，不重複新增 aescripts 市集頁版本
bad-tv	撌脫? third-party.jsonl嚗????啣? aescripts 撣?????
bad-tv-render-only	Bad TV ??剔???甈?銝?函?憭??Ｗ?
bad-tv-render-only	Bad TV 的無頭算圖授權，不是獨立外掛產品
batch-markers-for-cavalry	Cavalry 專用時間標記工具，不支援 After Effects
batch-markers-for-cavalry	Cavalry 撠??璅?撌亙嚗??舀 After Effects
batch-processor-for-cinema-4d	Cinema 4D 專用 3D 格式批次轉換工具，不支援 After Effects
batch-processor-for-cinema-4d	Cinema 4D 撠 3D ?澆??寞活頧?撌亙嚗??舀 After Effects
bbtools-glow-and-glare	Photoshop 專用外掛，不支援 After Effects
bbtools-glow-and-glare	Photoshop 撠憭?嚗??舀 After Effects
bbtools-shadow	Photoshop 專用外掛，不支援 After Effects
bbtools-shadow	Photoshop 撠憭?嚗??舀 After Effects
bbtools-tiler	Photoshop 專用外掛，不支援 After Effects
bbtools-tiler	Photoshop 撠憭?嚗??舀 After Effects
beatedit-for-audition	Audition 專用
beatedit-for-audition	Audition 撠
beatedit-for-davinci-resolve	DaVinci Resolve 專用版本，不支援 After Effects
beatedit-for-davinci-resolve	DaVinci Resolve 撠?嚗??舀 After Effects
beatedit-for-premiere-pro	Premiere Pro 專用版本；AE 版另行以現有條目為準
beatedit-for-premiere-pro	Premiere Pro 撠?嚗E ?銵誑?暹?璇?箸?
bend-layers	官方產品頁標示 No Longer Available，屬已停售工具
beziyay	貝茲手柄視覺化，僅用於教學圖解，極小眾
beziyay	鞎??閬死????潭?摮詨?閫??璆萄???
colorama-browser	摰?歇?寧 GradientHub嚗?銝?Ｗ???嚗radientHub 撌脫??
more-lively-text	?乩??唬遙雿??寧???牧??
mobar	摰??蝷箏歇銝嚗o longer available嚗?
dither-decay	??????歇?園???RetroDither嚗ixel Encoder ??
blacklight-composite-suite	摰??蝷箇 Color Match Analyzer?mart Matte Choker?ill Matte Holes 銝極?瑕?鋆?嚗?閬?銝誑?游??園?
blasterbolt	FxFactory ??????After Effects 雿?蝷?This product is no longer available嚗惇?撌亙
blend	?臬撌亙?文?撌脰? builtin-ae.jsonl ??Blend 璇??嚗??西??園? aescripts ?
blend	匯入工具判定已與 builtin-ae.jsonl 的 Blend 條目重複，不另行收錄 aescripts 版本
blenderae	已收錄於 third-party.jsonl，不重複新增 aescripts 市集頁版本
blenderae	撌脫? third-party.jsonl嚗????啣? aescripts 撣?????
blueprint	銝餉???AE ??Bodymovin 鋆賭? CasparCG HTML 撱?璅⊥嚗indows ??銝???澆??
blinding-lights	摰?Ｗ??? Works in ?? Final Cut Pro嚗???質??飛銋?摰?Final Cut Pro
blinky	官方產品頁標示 No Longer Available，功能已併入 TYPE，原產品已停售
blob-it	?歇?園???CC Blobbylize?olloid 蝑?瘨莎???撘?璈?敶Ｗ??賡?摨阡?銴?
box-it	?歇?園???TextBox 2?nimated TextBlock ???芷??摮??擃漲??
blueprint	主要用 AE 與 Bodymovin 製作 CasparCG HTML 廣播模板，Windows 限定且用途過於專門
boardfish	官方標示已下架，且是獨立的 Mac 分鏡排版程式
boardfish	摰璅內撌脖??塚?銝?函???Mac ???蝔?
bodymovin	摰 GitHub嚗dobe Exchange 撠???Bodymovin 撌脣??冽 aescripts.jsonl ?odymovin - Lottie?????孵??質? URL 銝?銴憓?
motion-factory-file-manager	摰 Adobe Exchange ? 3.3.7 ?敺?唳 2021 撟湛?餈?閰??撠???After Effects 銝摰對?閬蝬剛風嚗摰寞找?頞唾??
motion-factory	摰?曇??Ｗ?銝餉??舀芋?踴UT?FX???渲??單?蝝???嚗??勗?隞塚?撅?bundle嚗???嚗?隞交擃?憓極?瑟???
guide-layout-for-after-effects	?芣? Adobe Exchange marketplace ??舀撖佗??芣?啣颲刻???撱???辣?????曇? GuideGuide 撌脫?摰??????踹?撘曹?皞?餈?銴?
audiogen-ai	摰??詨祕 After Effects ??頧??喉?甇?嚗? Adobe Exchange 閰???1.8嚗?嚗?憭?雿輻???勗?鞎餅?蝷箄?撖阡?? API key嚗??曹?銝?湛??祈憚?思??園?
booth-1072862	?桅撱箇???蝣潸?祈??Ｘ? Calc AE嚗??Ⅳ撌亙擃漲??
booth-1085105	CGM_TextReplace ???Replace Text ???嚗??券??箇陛?撱箸?摮??雿?
booth-6176975	FX Console 蝢收摮身摰?Ｘ??單??亥身摰?嚗??函? After Effects 撌亙
booth-1095863	瞍?具??扼????Reimhak.EFX嚗??極??
